country,category,beta_1,beta_2,beta_3,beta_4,beta_5,beta_6,beta_7,beta_8,beta_9,beta_10,beta_11,beta_12
Chad,"Alcoholic beverages, tobacco and narcotics",0.018117888782526216,0.010043674363205555,0.010081427596335468,-0.06247870622100179,-0.012396377263220395,0.005076017070180041,-0.0025590487841602536,-0.013502822703426245,-0.011620781937617697,0.0063448441941984235,0.014108810610000154,0.03425142206464634
Chad,All Items,0.010770128988445066,0.0014929466536920898,0.01270713104523499,-0.0010574289502088738,-0.0016995332449423533,0.0036706663124971752,-0.02235261263486074,0.018172621707132897,-0.020166568055406488,0.02076431641344073,-0.015516243149327945,0.008009822202041463
Chad,Clothing and footwear,-0.03213497413722677,-0.02973106582467332,-0.03150066368798991,-0.024849879622995428,-0.004786475094074968,-0.02118758842186803,0.009951705122898793,0.0016630593326858755,0.007043516144791669,-0.013605406799028585,0.018397893603036338,0.0038427108727520512
Chad,Communication,-0.09992460460209412,-0.037729528214484644,-0.06288484082864546,-0.002428490834911771,-0.05934864362247041,0.021810590263164308,-0.04675554717877645,0.0037208923496213847,-0.0008129624602310013,0.0010515205883000946,0.015206729183136045,-0.007247719971579113
Chad,Education,-0.03775408713671383,-0.053385074805332305,0.009863790522158146,-0.0035926385291596367,0.0020771884668510585,-0.036151482153798056,0.007879397989214852,0.020963388930342806,0.005172780799409238,-0.0012765587799494719,-0.00394015056627405,0.027042929538777204
Chad,Food and non-alcoholic beverages,0.009887784781279566,0.008762324375447819,0.04155380712293191,-0.02718782777811979,0.005804017789215875,-0.003500703832565266,-0.027626118274838546,0.02211632680189203,-0.02189327887010173,0.0428387317266031,-0.028588873847096213,0.012346862888479677
Chad,"Furnishings, household equipment and routine household maintenance",-0.016562002166147397,-0.014687061368526816,-0.022275723324783614,-0.023802069831875272,-0.012624534561140972,-0.025575653598513617,-0.007356905327517289,-0.008068912293712923,0.010368017487672576,-0.00969674689926767,-0.003560983062181262,0.012838846436185478
Chad,Health,-0.008804871015766668,-0.023744379388414102,-0.008628163944287188,-0.002765225301758722,-0.009529118309363267,-0.008050627816865441,-0.002670656234908706,0.00133623124222347,-0.007786804631911639,-0.011618294039523988,0.002216559693066485,0.0017479305787061255
Chad,"Housing, water, electricity, gas and other fuels",0.05306429357649667,0.04514316357519891,-0.023164987320316768,0.0006743923854601371,-0.006377375305863011,0.026567311116794133,-0.011904591062465223,0.0013362619741804187,-0.034170386684251,0.08522077236618018,-0.023184054438251698,0.009458466091757368
Chad,Miscellaneous goods and services,0.05376941608425735,-0.010421838576269181,0.013246822223730324,0.03823421631436164,0.004067459959688433,0.030537596472992694,-0.029399189409268677,0.004378006176199744,-0.016624033757219915,-0.020814845039032522,0.0020671612504184447,-0.0031645562946416156
Chad,Recreation and culture,-0.02463355592176377,-0.04454995298690348,-0.0386937474390489,0.0067435834253869705,-0.03194665789751631,-0.002047289917007311,-0.014555046685940723,0.006208176397266703,-0.005840760800074587,-0.020902454539632808,0.014470825167399214,0.0018380992549439925
